condition	Sentence	question	options	answer	list	itemID	block	RNDM
Practice	This is just a practice sentence.	Is this an official test sentence?	(r) Yes　　　　　　　　　　　No (u)	u	m	1001	1	Practice2
Practice	The priest who had privately advised the lawyer is accused of withholding information.	Why is the priest being accused?	(r) not being totally honest　　　　　　　　　　　stealing money from the church (u)	r	m	1002	1	Practice3
Practice	Over 10,000 species risk extinction in Amazon, says landmark report.	Is Amazon's ecosystem facing problems?	(r) Yes　　　　　　　　　　　No (u)	r	m	1003	1	Practice4
Practice	The personal assistant who the bodyguard of the delegate does not trust attracts great public attention.	Who attracted public attention?	(r) The personal assistant　　　　　　　　　　　The bodyguard (u)	r	n	1000	1	Practice1
Practice	This is just a practice sentence.	Is this an official test sentence?	(r) Yes　　　　　　　　　　　No (u)	u	n	1001	1	Practice2
Practice	The priest who had privately advised the lawyer is accused of withholding information.	Why is the priest being accused?	(r) not being totally honest　　　　　　　　　　　stealing money from the church (u)	r	n	1002	1	Practice3
Practice	Over 10,000 species risk extinction in Amazon, says landmark report.	Is Amazon's ecosystem facing problems?	(r) Yes　　　　　　　　　　　No (u)	r	n	1003	1	Practice4
Practice	The personal assistant who the bodyguard of the delegate does not trust attracts great public attention.	Who attracted public attention?	(r) The personal assistant　　　　　　　　　　　The bodyguard (u)	r	o	1000	1	Practice1
Practice	This is just a practice sentence.	Is this an official test sentence?	(r) Yes　　　　　　　　　　　No (u)	u	o	1001	1	Practice2
Practice	The priest who had privately advised the lawyer is accused of withholding information.	Why is the priest being accused?	(r) not being totally honest　　　　　　　　　　　stealing money from the church (u)	r	o	1002	1	Practice3
Practice	Over 10,000 species risk extinction in Amazon, says landmark report.	Is Amazon's ecosystem facing problems?	(r) Yes　　　　　　　　　　　No (u)	r	o	1003	1	Practice4
Practice	The personal assistant who the bodyguard of the delegate does not trust attracts great public attention.	Who attracted public attention?	(r) The personal assistant　　　　　　　　　　　The bodyguard (u)	r	p	1000	1	Practice1
Practice	This is just a practice sentence.	Is this an official test sentence?	(r) Yes　　　　　　　　　　　No (u)	u	p	1001	1	Practice2
Practice	The priest who had privately advised the lawyer is accused of withholding information.	Why is the priest being accused?	(r) not being totally honest　　　　　　　　　　　stealing money from the church (u)	r	p	1002	1	Practice3
Practice	Over 10,000 species risk extinction in Amazon, says landmark report.	Is Amazon's ecosystem facing problems?	(r) Yes　　　　　　　　　　　No (u)	r	p	1003	1	Practice4
Practice	The personal assistant who the bodyguard of the delegate does not trust attracts great public attention.	Who attracted public attention?	(r) The personal assistant　　　　　　　　　　　The bodyguard (u)	r	q	1000	1	Practice1
Practice	This is just a practice sentence.	Is this an official test sentence?	(r) Yes　　　　　　　　　　　No (u)	u	q	1001	1	Practice2
Practice	The priest who had privately advised the lawyer is accused of withholding information.	Why is the priest being accused?	(r) not being totally honest　　　　　　　　　　　stealing money from the church (u)	r	q	1002	1	Practice3
Practice	Over 10,000 species risk extinction in Amazon, says landmark report.	Is Amazon's ecosystem facing problems?	(r) Yes　　　　　　　　　　　No (u)	r	q	1003	1	Practice4
Practice	The personal assistant who the bodyguard of the delegate does not trust attracts great public attention.	Who attracted public attention?	(r) The personal assistant　　　　　　　　　　　The bodyguard (u)	r	r	1000	1	Practice1
Practice	This is just a practice sentence.	Is this an official test sentence?	(r) Yes　　　　　　　　　　　No (u)	u	r	1001	1	Practice2
Practice	The priest who had privately advised the lawyer is accused of withholding information.	Why is the priest being accused?	(r) not being totally honest　　　　　　　　　　　stealing money from the church (u)	r	r	1002	1	Practice3
Practice	Over 10,000 species risk extinction in Amazon, says landmark report.	Is Amazon's ecosystem facing problems?	(r) Yes　　　　　　　　　　　No (u)	r	r	1003	1	Practice4
NPS_AMB	The woman maintained the mail disappeared mysteriously from her front porch.	Could the woman find the mail?	(r) Yes　　　　　　　　　　　No (u)	u	a	3	2	NPS
MVRR_AMB	The player paid the bonus remained essentially the same despite his sudden fame and wealth.	Did the player pay the bonus to someone?	(r) Yes　　　　　　　　　　　No (u)	u	a	10	2	MVRR
MVRR_AMB	The recent hire offered the job prepared many students for careers in media.	Did the new hire offer the job to someone?	(r) Yes　　　　　　　　　　　No (u)	u	a	11	2	MVRR
NPZ_AMB	Although the mayor changed the document provided sufficient evidence for what he had promised.	Did the mayor change the document?	(r) Yes　　　　　　　　　　　No (u)	u	a	13	2	NPZ
NPZ_AMB	After the basketball player signed the contract created another controversy in the NBA.	Were there already controversies in the NBA?	(r) Yes　　　　　　　　　　　No (u)	r	a	14	2	NPZ
MVRR_AMB	The engineer brought the equipment required constant supervision from senior technicians.	Did the engineer bring the equipment to someone?	(r) Yes　　　　　　　　　　　No (u)	u	a	15	2	MVRR
NPS_AMB	The little girl found the lamb remained relatively calm despite the absence of its mother.	Was the lamb's mother missing?	(r) Yes　　　　　　　　　　　No (u)	r	a	16	2	NPS
MVRR_AMB	The governor awarded the contract received sweeping support across the entire state.	Did the governor award the contract to someone?	(r) Yes　　　　　　　　　　　No (u)	u	a	18	2	MVRR
NPS_AMB	The patient reported the treatment continued causing uncomfortable side effects like nausea.	Did the patient's nausea last for a while?	(r) Yes　　　　　　　　　　　No (u)	r	a	19	2	NPS
NPZ_AMB	Once the operator stopped the machine started working efficiently without any supervision.	Did the operator stop the machine?	(r) Yes　　　　　　　　　　　No (u)	u	a	20	2	NPZ
NPS_AMB	The new chef claimed the restaurant separated mediocre cooks from gifted ones.	Did the chef join the restaurant recently?	(r) Yes　　　　　　　　　　　No (u)	r	a	23	2	NPS
NPZ_AMB	When the apprentice baker worked the oven produced smaller cakes because he lacked experience.	Why were the cakes small?	(r) The baker was not good.　　　　　　　　　　　The oven was not reliable. (u)	r	a	24	2	NPZ
MVRR_UAMB	The suspect who was sent the file deserved further investigation given the new evidence.	Did the suspect send the file to someone?	(r) Yes　　　　　　　　　　　No (u)	u	a	1	2	MVRR
MVRR_UAMB	The corrupt politician who was handed the bill received unwelcome attention from southern voters.	Did the politician hand the bill to someone?	(r) Yes　　　　　　　　　　　No (u)	u	a	2	2	MVRR
MVRR_UAMB	The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.	Did the boy feed the chicken?	(r) Yes　　　　　　　　　　　No (u)	u	a	4	2	MVRR
NPZ_UAMB	After the new doctor left, the operation appeared increasingly likely to succeed.	Did the doctor appear likely to succeed?	(r) Yes　　　　　　　　　　　No (u)	u	a	5	2	NPZ
NPZ_UAMB	After the professor read, the grant gained more attention due to her excellent description.	Who or what got a lot of attention?	(r) The grant　　　　　　　　　　　The professor (u)	r	a	6	2	NPZ
NPZ_UAMB	After the technician called, the service stopped working almost immediately to his surprise.	Did the technician stop working?	(r) Yes　　　　　　　　　　　No (u)	u	a	7	2	NPZ
NPS_UAMB	The mechanic observed that the truck needed several more hours to be repaired.	Had the truck broken down?	(r) Yes　　　　　　　　　　　No (u)	r	a	8	2	NPS
NPZ_UAMB	After the guitarist began, the song failed dramatically because he skipped the sound check.	Did the guitarist complete the sound check?	(r) Yes　　　　　　　　　　　No (u)	u	a	9	2	NPZ
NPS_UAMB	The assistant manager discovered that the training seemed unnecessarily demanding for new staff.	Was the training difficult?	(r) Yes　　　　　　　　　　　No (u)	r	a	12	2	NPS
NPS_UAMB	The yoga instructor demonstrated that the position demanded immense physical effort from everyone.	Was the yoga position challenging?	(r) Yes　　　　　　　　　　　No (u)	r	a	17	2	NPS
MVRR_UAMB	The dancer who was assigned the ballet achieved incredible success for a new performer.	Did the dancer assign the ballet to someone?	(r) Yes　　　　　　　　　　　No (u)	u	a	21	2	MVRR
NPS_UAMB	The contestant revealed that the money became unavailable to him when the show's budget shrank.	What did the contestant reveal?	(r) The money　　　　　　　　　　　The unavailability of the money (u)	u	a	22	2	NPS
NPS_AMB	The professor noticed the grant gained more attention from marine biologists.	Who paid attention to the grant?	(r) The professor　　　　　　　　　　　Marine biologists (u)	u	b	6	2	NPS
NPS_AMB	The mechanic observed the truck needed several more hours to be repaired.	Had the truck broken down?	(r) Yes　　　　　　　　　　　No (u)	r	b	8	2	NPS
MVRR_AMB	The recent hire offered the job prepared many students for careers in media.	Did the new hire offer the job to someone?	(r) Yes　　　　　　　　　　　No (u)	u	b	11	2	MVRR
NPZ_AMB	Although the mayor changed the document provided sufficient evidence for what he had promised.	Did the mayor change the document?	(r) Yes　　　　　　　　　　　No (u)	u	b	13	2	NPZ
NPZ_AMB	After the basketball player signed the contract created another controversy in the NBA.	Were there already controversies in the NBA?	(r) Yes　　　　　　　　　　　No (u)	r	b	14	2	NPZ
NPZ_AMB	After the engineer moved the equipment required constant supervision from senior technicians.	Did the engineer move the equipment?	(r) Yes　　　　　　　　　　　No (u)	u	b	15	2	NPZ
NPS_AMB	The little girl found the lamb remained relatively calm despite the absence of its mother.	Was the lamb's mother missing?	(r) Yes　　　　　　　　　　　No (u)	r	b	16	2	NPS
NPS_AMB	The yoga instructor demonstrated the position demanded immense physical effort from everyone.	Was the yoga position challenging?	(r) Yes　　　　　　　　　　　No (u)	r	b	17	2	NPS
MVRR_AMB	The governor awarded the contract received sweeping support across the entire state.	Did the governor award the contract to someone?	(r) Yes　　　　　　　　　　　No (u)	u	b	18	2	MVRR
MVRR_AMB	The patient refused the treatment continued causing uncomfortable scenes in the ER.	Did the patient refuse the treatment?	(r) Yes　　　　　　　　　　　No (u)	u	b	19	2	MVRR
MVRR_AMB	The dancer assigned the ballet achieved incredible success for a new performer.	Did the dancer assign the ballet to someone?	(r) Yes　　　　　　　　　　　No (u)	u	b	21	2	MVRR
NPZ_AMB	When the apprentice baker worked the oven produced smaller cakes because he lacked experience.	Why were the cakes small?	(r) The baker was not good.　　　　　　　　　　　The oven was not reliable. (u)	r	b	24	2	NPZ
NPS_UAMB	The suspect showed that the file deserved further investigation during the murder trial.	Who drew attention to the file during the trial?	(r) The suspect　　　　　　　　　　　The lawyer (u)	r	b	1	2	NPS
MVRR_UAMB	The corrupt politician who was handed the bill received unwelcome attention from southern voters.	Did the politician hand the bill to someone?	(r) Yes　　　　　　　　　　　No (u)	u	b	2	2	MVRR
NPS_UAMB	The woman maintained that the mail disappeared mysteriously from her front porch.	Could the woman find the mail?	(r) Yes　　　　　　　　　　　No (u)	u	b	3	2	NPS
MVRR_UAMB	The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.	Did the boy feed the chicken?	(r) Yes　　　　　　　　　　　No (u)	u	b	4	2	MVRR
NPZ_UAMB	After the new doctor left, the operation appeared increasingly likely to succeed.	Did the doctor appear likely to succeed?	(r) Yes　　　　　　　　　　　No (u)	u	b	5	2	NPZ
NPZ_UAMB	After the technician called, the service stopped working almost immediately to his surprise.	Did the technician stop working?	(r) Yes　　　　　　　　　　　No (u)	u	b	7	2	NPZ
NPZ_UAMB	After the guitarist began, the song failed dramatically because he skipped the sound check.	Did the guitarist complete the sound check?	(r) Yes　　　　　　　　　　　No (u)	u	b	9	2	NPZ
MVRR_UAMB	The player who was paid the bonus remained essentially the same despite his sudden fame and wealth.	Did the player pay the bonus to someone?	(r) Yes　　　　　　　　　　　No (u)	u	b	10	2	MVRR
NPS_UAMB	The assistant manager discovered that the training seemed unnecessarily demanding for new staff.	Was the training difficult?	(r) Yes　　　　　　　　　　　No (u)	r	b	12	2	NPS
MVRR_UAMB	The operator who was brought the machine started working efficiently with the added automation.	Was the machine helpful?	(r) Yes　　　　　　　　　　　No (u)	r	b	20	2	MVRR
NPZ_UAMB	After the contestant lost, the money became unavailable despite his previous three wins in a row.	How many times did the contestant win?	(r) Three　　　　　　　　　　　Zero (u)	r	b	22	2	NPZ
NPS_UAMB	The new chef claimed that the restaurant separated mediocre cooks from gifted ones.	Did the chef join the restaurant recently?	(r) Yes　　　　　　　　　　　No (u)	r	b	23	2	NPS
NPZ_AMB	After the new doctor left the operation appeared increasingly likely to succeed.	Did the doctor appear likely to succeed?	(r) Yes　　　　　　　　　　　No (u)	u	c	5	2	NPZ
NPS_AMB	The assistant manager discovered the training seemed unnecessarily demanding for new staff.	Was the training difficult?	(r) Yes　　　　　　　　　　　No (u)	r	c	12	2	NPS
NPS_AMB	The mayor showed the document provided sufficient evidence to prove her innocence.	Was there enough proof?	(r) Yes　　　　　　　　　　　No (u)	r	c	13	2	NPS
NPZ_AMB	After the engineer moved the equipment required constant supervision from senior technicians.	Did the engineer move the equipment?	(r) Yes　　　　　　　　　　　No (u)	u	c	15	2	NPZ
NPZ_AMB	When the little girl attacked the lamb remained relatively calm despite the sudden assault.	Was the little girl kind to the lamb?	(r) Yes　　　　　　　　　　　No (u)	u	c	16	2	NPZ
NPS_AMB	The yoga instructor demonstrated the position demanded immense physical effort from everyone.	Was the yoga position challenging?	(r) Yes　　　　　　　　　　　No (u)	r	c	17	2	NPS
MVRR_AMB	The governor awarded the contract received sweeping support across the entire state.	Did the governor award the contract to someone?	(r) Yes　　　　　　　　　　　No (u)	u	c	18	2	MVRR
MVRR_AMB	The patient refused the treatment continued causing uncomfortable scenes in the ER.	Did the patient refuse the treatment?	(r) Yes　　　　　　　　　　　No (u)	u	c	19	2	MVRR
NPS_AMB	The operator observed the machine started working efficiently all of a sudden.	Did the machine turn out to be functional?	(r) Yes　　　　　　　　　　　No (u)	r	c	20	2	NPS
MVRR_AMB	The dancer assigned the ballet achieved incredible success for a new performer.	Did the dancer assign the ballet to someone?	(r) Yes　　　　　　　　　　　No (u)	u	c	21	2	MVRR
MVRR_AMB	The new chef offered the restaurant separated mediocre cooks from gifted ones.	Did the chef offer the restaurant to someone?	(r) Yes　　　　　　　　　　　No (u)	u	c	23	2	MVRR
NPZ_AMB	When the apprentice baker worked the oven produced smaller cakes because he lacked experience.	Why were the cakes small?	(r) The baker was not good.　　　　　　　　　　　The oven was not reliable. (u)	r	c	24	2	NPZ
MVRR_UAMB	The suspect who was sent the file deserved further investigation given the new evidence.	Did the suspect send the file to someone?	(r) Yes　　　　　　　　　　　No (u)	u	c	1	2	MVRR
NPS_UAMB	The corrupt politician mentioned that the bill received unwelcome attention from southern voters.	Did the bill receive any negative attention?	(r) Yes　　　　　　　　　　　No (u)	r	c	2	2	NPS
NPS_UAMB	The woman maintained that the mail disappeared mysteriously from her front porch.	Could the woman find the mail?	(r) Yes　　　　　　　　　　　No (u)	u	c	3	2	NPS
MVRR_UAMB	The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.	Did the boy feed the chicken?	(r) Yes　　　　　　　　　　　No (u)	u	c	4	2	MVRR
NPZ_UAMB	After the professor read, the grant gained more attention due to her excellent description.	Who or what got a lot of attention?	(r) The grant　　　　　　　　　　　The professor (u)	r	c	6	2	NPZ
NPZ_UAMB	After the technician called, the service stopped working almost immediately to his surprise.	Did the technician stop working?	(r) Yes　　　　　　　　　　　No (u)	u	c	7	2	NPZ
MVRR_UAMB	The mechanic who was brought the truck needed several more hours to fully repair it.	Did the mechanic bring the truck?	(r) Yes　　　　　　　　　　　No (u)	u	c	8	2	MVRR
NPS_UAMB	The guitarist knew that the song failed dramatically because of the tensions within the band.	Did the band members have some interpersonal conflict?	(r) Yes　　　　　　　　　　　No (u)	r	c	9	2	NPS
MVRR_UAMB	The player who was paid the bonus remained essentially the same despite his sudden fame and wealth.	Did the player pay the bonus to someone?	(r) Yes　　　　　　　　　　　No (u)	u	c	10	2	MVRR
NPZ_UAMB	Once the recent hire started, the job prepared many students for careers in media.	Did the job help any students?	(r) Yes　　　　　　　　　　　No (u)	r	c	11	2	NPZ
NPZ_UAMB	After the basketball player signed, the contract created another political controversy in the NBA.	Were there already controversies in the NBA?	(r) Yes　　　　　　　　　　　No (u)	r	c	14	2	NPZ
NPS_UAMB	The contestant revealed that the money became unavailable to him when the show's budget shrank.	What did the contestant reveal?	(r) The money　　　　　　　　　　　The unavailability of the money (u)	u	c	22	2	NPS
MVRR_AMB	The boy fed the chicken stayed surprisingly happy despite having a mild allergic reaction.	Did the boy feed the chicken?	(r) Yes　　　　　　　　　　　No (u)	u	d	4	2	MVRR
NPS_AMB	The mayor showed the document provided sufficient evidence to prove her innocence.	Was there enough proof?	(r) Yes　　　　　　　　　　　No (u)	r	d	13	2	NPS
MVRR_AMB	The basketball player handed the contract created another controversy in the NBA.	Did the player hand the contract to someone?	(r) Yes　　　　　　　　　　　No (u)	u	d	14	2	MVRR
NPZ_AMB	After the engineer moved the equipment required constant supervision from senior technicians.	Did the engineer move the equipment?	(r) Yes　　　　　　　　　　　No (u)	u	d	15	2	NPZ
NPZ_AMB	When the little girl attacked the lamb remained relatively calm despite the sudden assault.	Was the little girl kind to the lamb?	(r) Yes　　　　　　　　　　　No (u)	u	d	16	2	NPZ
NPS_AMB	The yoga instructor demonstrated the position demanded immense physical effort from everyone.	Was the yoga position challenging?	(r) Yes　　　　　　　　　　　No (u)	r	d	17	2	NPS
NPZ_AMB	While the governor read the contract received sweeping support from the audience at the rally.	How much support did the contract receive?	(r) Limited　　　　　　　　　　　Extensive (u)	u	d	18	2	NPZ
MVRR_AMB	The patient refused the treatment continued causing uncomfortable scenes in the ER.	Did the patient refuse the treatment?	(r) Yes　　　　　　　　　　　No (u)	u	d	19	2	MVRR
NPS_AMB	The operator observed the machine started working efficiently all of a sudden.	Did the machine turn out to be functional?	(r) Yes　　　　　　　　　　　No (u)	r	d	20	2	NPS
NPS_AMB	The contestant revealed the money became unavailable to him when the show's budget shrank.	What did the contestant reveal?	(r) The money　　　　　　　　　　　The unavailability of the money (u)	u	d	22	2	NPS
MVRR_AMB	The new chef offered the restaurant separated mediocre cooks from gifted ones.	Did the chef offer the restaurant to someone?	(r) Yes　　　　　　　　　　　No (u)	u	d	23	2	MVRR
NPZ_AMB	When the apprentice baker worked the oven produced smaller cakes because he lacked experience.	Why were the cakes small?	(r) The baker was not good.　　　　　　　　　　　The oven was not reliable. (u)	r	d	24	2	NPZ
MVRR_UAMB	The suspect who was sent the file deserved further investigation given the new evidence.	Did the suspect send the file to someone?	(r) Yes　　　　　　　　　　　No (u)	u	d	1	2	MVRR
NPZ_UAMB	After the corrupt politician signed, the bill received unwelcome attention from southern voters.	Did the southern voters disapprove of the bill?	(r) Yes　　　　　　　　　　　No (u)	r	d	2	2	NPZ
NPS_UAMB	The woman maintained that the mail disappeared mysteriously from her front porch.	Could the woman find the mail?	(r) Yes　　　　　　　　　　　No (u)	u	d	3	2	NPS
NPZ_UAMB	After the new doctor left, the operation appeared increasingly likely to succeed.	Did the doctor appear likely to succeed?	(r) Yes　　　　　　　　　　　No (u)	u	d	5	2	NPZ
NPS_UAMB	The professor noticed that the grant gained more attention from marine biologists.	Who paid attention to the grant?	(r) The professor　　　　　　　　　　　Marine biologists (u)	u	d	6	2	NPS
NPS_UAMB	The technician reported that the service stopped working almost immediately after the storm started.	When did the service stop working?	(r) After the storm　　　　　　　　　　　Before the storm (u)	r	d	7	2	NPS
MVRR_UAMB	The mechanic who was brought the truck needed several more hours to fully repair it.	Did the mechanic bring the truck?	(r) Yes　　　　　　　　　　　No (u)	u	d	8	2	MVRR
NPZ_UAMB	After the guitarist began, the song failed dramatically because he skipped the sound check.	Did the guitarist complete the sound check?	(r) Yes　　　　　　　　　　　No (u)	u	d	9	2	NPZ
MVRR_UAMB	The player who was paid the bonus remained essentially the same despite his sudden fame and wealth.	Did the player pay the bonus to someone?	(r) Yes　　　　　　　　　　　No (u)	u	d	10	2	MVRR
NPZ_UAMB	Once the recent hire started, the job prepared many students for careers in media.	Did the job help any students?	(r) Yes　　　　　　　　　　　No (u)	r	d	11	2	NPZ
NPS_UAMB	The assistant manager discovered that the training seemed unnecessarily demanding for new staff.	Was the training difficult?	(r) Yes　　　　　　　　　　　No (u)	r	d	12	2	NPS
MVRR_UAMB	The dancer who was assigned the ballet achieved incredible success for a new performer.	Did the dancer assign the ballet to someone?	(r) Yes　　　　　　　　　　　No (u)	u	d	21	2	MVRR
NPZ_AMB	After the woman moved the mail disappeared mysteriously from the delivery system.	Did the woman move the mail?	(r) Yes　　　　　　　　　　　No (u)	u	e	3	2	NPZ
