condition_id,text,question,options,list,item_id,block,RNDM,correct
AttachHigh,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies|Sugar cookies,n,53,2,Attach,Sugar cookies
AttachLow,"During the budget negotiation, Janet charmed the assistants of the executive who decides almost everything in secret.",What was the venue?,A casual party|A business meeting,n,54,2,Attach,A business meeting
AttachMulti,Karl recognized the hostage of the pirate who was on TV this morning on the local news.,Who was on TV this morning?,The hostage|The pirate,n,58,2,Attach,BOTH
AttachHigh,"During the play, we all heckled the murderer of the princes who was disguised as a peasant from nearby Trosselheim.",Who dressed as a peasant?,The murderer|The princes,n,59,2,Attach,The murderer
AttachLow,"At the charity show, Noreen nodded to the sidekicks of the actor who was juggling sharp knives and glass bottles.",Who juggled sharp knives?,The sidekicks|The actor,n,60,2,Attach,The actor
AttachMulti,From the lounge everyone could see the pilots of the millionaires who were distrusted by everyone at the company.,Who could everyone see?,Pilots|Millionaires,n,64,2,Attach,Pilots
AttachHigh,On the news they showed the accomplices of the thief who were indicted for stealing the Mona Lisa.,Where did they show the accomplices?,A documentary|The news,n,65,2,Attach,The news
AttachLow,Everyone at the party groaned at the bodyguard of the divas who smoke clove cigarettes constantly.,What type of cigarettes are smoked?,Menthol|Clove,n,66,2,Attach,Clove
AttachMulti,"At her orientation, Tamara recently met the nephews of the professors who paint beautiful portraits of local celebrities.",Who paints portraits?,The nephews|The professors,n,70,2,Attach,BOTH
AttachHigh,Everyone at the coffee shop sympathized with the couriers of the florist who were complaining about the weather.,Who complained about the weather?,The couriers|The florist,n,71,2,Attach,The couriers
AttachLow,"Despite the good press, we didn't really like the commander of the soldiers who whistle very loudly and for no reason at all.",Who whistles loudly?,The commander|The soldiers,n,72,2,Attach,The soldiers
