condition,Sentence,question,options,answer,list,itemID,block,RNDM
FILLER1,"When attacked, a skunk's natural inclination is to turn around, lick its tail and spray a noxious scent.",Are skunks inclined to face forward when attacked?,(r) Yes　　　　　　　　　　　No (u),u,k,86,2,FILLER1
FILLER1,All that the brain has to work with are imperfect incoming electrical impulses announcing that things are happening.,Are electrical singals in our brain always correct?,(r) Yes　　　　　　　　　　　No (u),u,k,87,2,FILLER1
FILLER1,There often seems to be more diving in soccer than in the Summer Olympics.,Do people frequently dive in soccer?,(r) Yes　　　　　　　　　　　No (u),r,k,88,2,FILLER1
FILLER1,Susan B. Anthony spent nearly sixty years of her life devoted to the cause of social justice and equality for all.,How would one describe Susan?,(r) Philanthropic　　　　　　　　　　　Selfish (u),r,k,89,2,FILLER1
FILLER1,"Unfortunately, for every six water bottles we use, only one makes it to the recycling bin.",What is the average recycling rate?,(r) Six out of one hundred　　　　　　　　　　　One out of six (u),u,k,90,2,FILLER1
FILLER1,"As in the United States, Colombian legislation requires travelers entering the country to declare cash in excess of ten thousand dollars.","As you enter Colombia, do you need to declare cash in excess of fifteen thousand dollars?",(r) Yes　　　　　　　　　　　No (u),r,k,91,2,FILLER1
FILLER1,"Stress is a risk factor for both depression and anxiety, he says.","Is stress a risk factor for depression, but not anxiety?",(r) Yes　　　　　　　　　　　No (u),u,k,92,2,FILLER1
FILLER1,"When it comes to having a lasting and fulfilling relationship, common wisdom says that feeling close to your romantic partner is paramount.",Does common wisdom emphasize a healthy distance to maintain a lasting relationship?,(r) Yes　　　　　　　　　　　No (u),u,k,93,2,FILLER1
FILLER1,"Voltaire himself probably won around half a million livres, a large fortune, which he then made even larger.",Was half a million livres considered a significant amount of money?,(r) Yes　　　　　　　　　　　No (u),r,k,94,2,FILLER1
FILLER1,"When preparing to check out of their hotel room, some frequent travelers pile up their used bath towels on the bathroom floor.",Do frequent travellers sometimes pile clean bath towels on the bathroom floor before checking out of a hotel?,(r) Yes　　　　　　　　　　　No (u),u,k,95,2,FILLER1
FILLER1,Research showing that a tiny European river bug called the water boatman may be the loudest animal on earth has some intersting sidebars.,What makes water boatman distinctive?,(r) Its size　　　　　　　　　　　Its sound (u),u,k,96,2,FILLER1
FILLER1,"When the new world was first discovered it was found to be, like the old, well stocked with plants and animals.",Was the old world well stocked with plants and animals?,(r) Yes　　　　　　　　　　　No (u),r,k,97,2,FILLER1
FILLER1,Police in Georgia have shut down a lemonade stand run by three girls trying to save up for a trip to a water park.,What was sold at the stand that was shut-down?,(r) Lemonade　　　　　　　　　　　Fruit (u),r,k,98,2,FILLER1
FILLER1,An early task will be to make sure the newfound microbes were not introduced while drilling through the ice into the lake.,When in the process should we determine whether microbes were introduced?,(r) Late　　　　　　　　　　　Early (u),u,k,99,2,FILLER1
FILLER1,Lady Gaga's YouTube account was suspended Thursday.,What account was suspended on Thursday?,(r) Lady Gaga's Youtube　　　　　　　　　　　Lady Gaga's Instagram (u),r,k,100,2,FILLER1
FILLER1,John Thornton asked little of man or nature.,Did John Thorton expect a lot from other people?,(r) Yes　　　　　　　　　　　No (u),u,k,101,2,FILLER1
FILLER1,Proper ventilation will make a backdraft less likely.,Would proper ventilation reduce backdraft?,(r) Yes　　　　　　　　　　　No (u),r,k,102,2,FILLER1
