condition_id,text,question,options,list,item_id,block,RNDM,correct
RC_Obj,The visitor who the student introduced walked across the quad.,Who walked across the quad?,The visitor|The student,o,48,2,RC,The visitor
NPS_UAMB,The guitarist knew that the song failed dramatically because of the tensions within the band.,Did the band members have some interpersonal conflict?,Yes|No,o,9,2,NPS,Yes
RC_Subj,The trainer who called the jockey rubbed the horse's skin.,Who pet the horse?,The trainer|The jockey,o,46,2,RC,The trainer
NPZ_AMB,After the corrupt politician signed the bill received unwelcome attention from southern voters.,Did the southern voters disapprove of the bill?,Yes|No,o,2,2,NPZ,Yes
AttachLow,The cunning Wally outmaneuvered the henchman of the villains who often fail to carry out the plot.,Do the plots always succeed?,Yes|No,o,62,2,Attach,No
NPS_AMB,The apprentice baker discovered the oven produced smaller cakes because it heated too fast.,Did the apprentice baker discover the oven?,Yes|No,o,24,2,NPS,No
AttachMulti,"From the gallery, Franny observed the nurse of the surgeon who was in charge of the operation currently underway.",Where was Franny?,The gallery|The operating room,o,51,2,Attach,The gallery
RC_Obj,The investigator who the agency phoned considered Ms. Reynolds from accounting.,Who got a phone call?,The agency|The investigator,o,35,2,RC,The investigator
NPZ_UAMB,"Once the operator stopped, the machine started working efficiently without any supervision.",Did the operator stop the machine?,Yes|No,o,20,2,NPZ,No
NPZ_AMB,After the contestant lost the money became unavailable despite his previous three wins in a row.,How many times did the contestant win?,Three|Zero,o,22,2,NPZ,Three
RC_Subj,The girl who watched the parents changed a critical part of the story.,Who was being watched?,The parents|The girl,o,34,2,RC,The parents
AttachLow,Edwin has been reading about the sisters of the actor who was visiting the resort in Death Valley.,Where was the resort?,The desert|The seaside,o,50,2,Attach,The desert
NPS_UAMB,The new chef claimed that the restaurant separated mediocre cooks from gifted ones.,Did the chef join the restaurant recently?,Yes|No,o,23,2,NPS,Yes
MVRR_UAMB,The little girl who was fed the lamb remained relatively calm despite having asked for beef.,Did the girl feed the lamb?,Yes|No,o,16,2,MVRR,No
MVRR_AMB,The assistant manager assigned the training seemed unnecessarily demanding to new staff.,Was the assistant manager being harsh?,Yes|No,o,12,2,MVRR,Yes
AttachHigh,"In the lobby, Clyde bumped into the chauffeur of the CEOs who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby|At the company's offices,o,49,2,Attach,In the lobby
