condition_id,text,question,options,list,item_id,block,RNDM,correct
MVRR_UAMB,The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,Did the boy feed the chicken?,Yes|No,a,4,2,MVRR,No
NPS_AMB,The woman maintained the mail disappeared mysteriously from her front porch.,Could the woman find the mail?,Yes|No,a,3,2,NPS,No
NPZ_AMB,Although the mayor changed the document provided sufficient evidence for what he had promised.,Did the mayor change the document?,Yes|No,a,13,2,NPZ,No
AttachMulti,No one quite knew how to respond to the buddies of the janitors who burp without excusing themselves.,Did everyone excuse themselves?,Yes|No,a,61,2,Attach,No
RC_Obj,The movie star who the organizers visited proposed an annual prize.,Who proposed a prize?,The movie star|The organizers,a,40,2,RC,The movie star
NPZ_UAMB,"After the professor read, the grant gained more attention due to her excellent description.",Who or what got a lot of attention?,The grant|The professor,a,6,2,NPZ,The grant
RC_Subj,The mathematician who visited the chairman created a solution to the wellknown problem.,Who created the solution?,The mathematician|The chairman,a,38,2,RC,The mathematician
MVRR_AMB,The player paid the bonus remained essentially the same despite his sudden fame and wealth.,Did the player pay the bonus to someone?,Yes|No,a,10,2,MVRR,No
AttachHigh,The cunning Wally outmaneuvered the henchmen of the villain who often fail to carry out the plot.,Do the plots always succeed?,Yes|No,a,62,2,Attach,No
NPZ_AMB,When the apprentice baker worked the oven produced smaller cakes because he lacked experience.,Why were the cakes small?,The baker was not good.|The oven was not reliable.,a,24,2,NPZ,The baker was not good.
AttachLow,"From the gallery, Franny observed the nurses of the surgeon who was in charge of the operation currently underway.",Where was Franny?,The gallery|The operating room,a,51,2,Attach,The gallery
RC_Obj,The children who the father woke bothered him about the trip to the beach.,Who was woken up?,The children|The father,a,27,2,RC,The children
NPS_UAMB,The contestant revealed that the money became unavailable to him when the show's budget shrank.,What did the contestant reveal?,The money|The unavailability of the money,a,22,2,NPS,The unavailability of the money
MVRR_AMB,The governor awarded the contract received sweeping support across the entire state.,Did the governor award the contract to someone?,Yes|No,a,18,2,MVRR,No
RC_Subj,The chef who distracted the cameraman poured the flour onto the counter.,Who was being distracted?,The chef|The cameraman,a,26,2,RC,The cameraman
AttachHigh,Edwin has been reading about the sister of the actors who was visiting the resort in Death Valley.,Where was the resort?,The desert|The seaside,a,50,2,Attach,The desert
NPZ_UAMB,"After the guitarist began, the song failed dramatically because he skipped the sound check.",Did the guitarist complete the sound check?,Yes|No,a,9,2,NPZ,No
MVRR_UAMB,The dancer who was assigned the ballet achieved incredible success for a new performer.,Did the dancer assign the ballet to someone?,Yes|No,a,21,2,MVRR,No
NPS_AMB,The new chef claimed the restaurant separated mediocre cooks from gifted ones.,Did the chef join the restaurant recently?,Yes|No,a,23,2,NPS,Yes
AttachMulti,"In the lobby, Clyde bumped into the chauffeur of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby|At the company's offices,a,49,2,Attach,In the lobby
