condition_id,text,question,options,list,item_id,block,RNDM,correct
AttachLow,"Despite the good press, we didn't really like the commander of the soldiers who whistle very loudly and for no reason at all.",Who whistles loudly?,The commander|The soldiers,b,72,2,Attach,The soldiers
NPS_UAMB,The assistant manager discovered that the training seemed unnecessarily demanding for new staff.,Was the training difficult?,Yes|No,b,12,2,NPS,Yes
NPS_AMB,The professor noticed the grant gained more attention from marine biologists.,Who paid attention to the grant?,The professor|Marine biologists,b,6,2,NPS,Marine biologists
NPZ_AMB,Although the mayor changed the document provided sufficient evidence for what he had promised.,Did the mayor change the document?,Yes|No,b,13,2,NPZ,No
AttachMulti,From the lounge everyone could see the pilots of the millionaires who were distrusted by everyone at the company.,Who could everyone see?,Pilots|Millionaires,b,64,2,Attach,Pilots
RC_Obj,The speaker who the economists entertained predicted a good year for the industry.,Who predicted a good year?,The speaker|The economists,b,44,2,RC,The speaker
MVRR_UAMB,The boy who was fed the chicken stayed surprisingly happy despite having a mild allergic reaction.,Did the boy feed the chicken?,Yes|No,b,4,2,MVRR,No
RC_Subj,The pilot who delayed the ground crew remained on the runway for a long time.,Who was on the runway?,The pilot|The ground crew,b,42,2,RC,The pilot
MVRR_AMB,The recent hire offered the job prepared many students for careers in media.,Did the new hire offer the job to someone?,Yes|No,b,11,2,MVRR,No
AttachHigh,On the news they showed the accomplices of the thief who were indicted for stealing the Mona Lisa.,Where did they show the accomplices?,A documentary|The news,b,65,2,Attach,The news
NPZ_AMB,When the apprentice baker worked the oven produced smaller cakes because he lacked experience.,Why were the cakes small?,The baker was not good.|The oven was not reliable.,b,24,2,NPZ,The baker was not good.
AttachLow,"During the budget negotiation, Janet charmed the assistants of the executive who decides almost everything in secret.",What was the venue?,A casual party|A business meeting,b,54,2,Attach,A business meeting
RC_Obj,The farmer that the customers approached lifted the chickens from their coop.,Who was approached?,The customers|The farmer,b,31,2,RC,The farmer
NPZ_UAMB,"After the contestant lost, the money became unavailable despite his previous three wins in a row.",How many times did the contestant win?,Three|Zero,b,22,2,NPZ,Three
MVRR_AMB,The dancer assigned the ballet achieved incredible success for a new performer.,Did the dancer assign the ballet to someone?,Yes|No,b,21,2,MVRR,No
RC_Subj,The employees that noticed the fireman hurried across the open field.,Who was noticed?,The employees|The fireman,b,30,2,RC,The fireman
AttachHigh,"At the potluck, Marcus chatted with the aunt of the nuns who bakes sugar cookies with cute designs.",What kind of cookies were they?,Oatmeal cookies|Sugar cookies,b,53,2,Attach,Sugar cookies
MVRR_UAMB,The operator who was brought the machine started working efficiently with the added automation.,Was the machine helpful?,Yes|No,b,20,2,MVRR,Yes
NPS_UAMB,The new chef claimed that the restaurant separated mediocre cooks from gifted ones.,Did the chef join the restaurant recently?,Yes|No,b,23,2,NPS,Yes
NPS_AMB,The yoga instructor demonstrated the position demanded immense physical effort from everyone.,Was the yoga position challenging?,Yes|No,b,17,2,NPS,Yes
AttachMulti,Gerald introduced himself to the niece of the billionaire who sails vintage yachts around the Vineyard.,What kind of yachts were sailed?,Old ones|Contemporary ones,b,52,2,Attach,Old ones
