condition_id,text,question,options,list,item_id,block,RNDM,correct
NPS_UAMB,The mayor showed that the document provided sufficient evidence to prove her innocence.,Was there enough proof?,Yes|No,k,13,2,NPS,Yes
AttachHigh,"Before the exhibition, Silas telephoned the friends of the bodybuilder who write fan fiction about Batman.",Who writes fan fiction?,The friends|The bodybuilder,k,69,2,Attach,The friends
NPZ_UAMB,"Before the patient called, the treatment continued causing uncomfortable side effects like nausea.",Did the patient's nausea last for a while?,Yes|No,k,19,2,NPZ,Yes
NPZ_AMB,Because the suspect changed the file deserved further investigation during the jury discussions.,Did the suspect change the file?,Yes|No,k,1,2,NPZ,No
MVRR_AMB,The professor awarded the grant gained more attention from marine biologists.,Did the professor award the grant to someone?,Yes|No,k,6,2,MVRR,No
AttachLow,No one quite knew how to respond to the buddy of the janitors who burp without excusing themselves.,Did everyone excuse themselves?,Yes|No,k,61,2,Attach,No
RC_Subj,The speaker who entertained the economists predicted a good year for the industry.,Who predicted a good year?,The speaker|The economists,k,44,2,RC,The speaker
MVRR_UAMB,The little girl who was fed the lamb remained relatively calm despite having asked for beef.,Did the girl feed the lamb?,Yes|No,k,16,2,MVRR,No
RC_Obj,The pilot who the ground crew delayed remained on the runway for a long time.,Who was on the runway?,The pilot|The ground crew,k,42,2,RC,The pilot
NPS_AMB,The boy found the chicken stayed surprisingly happy in the new barn.,Was the chicken satisfied in the new barn?,Yes|No,k,4,2,NPS,Yes
AttachMulti,The cunning Wally outmaneuvered the henchmen of the villains who often fail to carry out the plot.,Do the plots always succeed?,Yes|No,k,62,2,Attach,No
MVRR_AMB,The basketball player handed the contract created another controversy in the NBA.,Did the player hand the contract to someone?,Yes|No,k,14,2,MVRR,No
AttachHigh,"From the gallery, Franny observed the nurse of the surgeons who was in charge of the operation currently underway.",Where was Franny?,The gallery|The operating room,k,51,2,Attach,The gallery
RC_Subj,The farmer that approached the customers lifted the chickens from their coop.,Who was approached?,The customers|The farmer,k,31,2,RC,The customers
NPS_UAMB,The apprentice baker discovered that the oven produced smaller cakes because it heated too fast.,Did the apprentice baker discover the oven?,Yes|No,k,24,2,NPS,No
NPS_AMB,The operator observed the machine started working efficiently all of a sudden.,Did the machine turn out to be functional?,Yes|No,k,20,2,NPS,Yes
RC_Obj,The employees that the fireman noticed hurried across the open field.,Who was noticed?,The employees|The fireman,k,30,2,RC,The employees
AttachMulti,Edwin has been reading about the sister of the actor who was visiting the resort in Death Valley.,Where was the resort?,The desert|The seaside,k,50,2,Attach,The desert
MVRR_UAMB,The new chef who was offered the restaurant separated mediocre cooks from gifted ones.,Did the chef offer the restaurant to someone?,Yes|No,k,23,2,MVRR,No
NPZ_UAMB,"Once the dancer began, the ballet achieved incredible success for a show with a new performer.",What show achieved incredible success?,A musical|A ballet,k,21,2,NPZ,A ballet
NPZ_AMB,Before the yoga instructor left the position demanded immense physical effort from everyone.,Was the position hard?,Yes|No,k,17,2,NPZ,Yes
AttachLow,"In the lobby, Clyde bumped into the chauffeurs of the CEO who is reckless and very unpopular with the company.",Where was Clyde?,In the lobby|At the company's offices,k,49,2,Attach,In the lobby
